alert_id,timestamp,alert_type,alert_label,severity,state,source,category,driver_name,driver_initials,driver_company,vehicle_plate,zone,location,speed_kmh,ai_recommendation,duplicated
TRG002029,2026-05-24T20:48:55,fatigue,Driver Fatigue,medium,open,MNVR,Public Bus,Andre Bryant,AB,RTA Public Buses,DXB-B-1847,Jebel Ali,Ibn Battuta Road,,Instruct driver to take mandatory break,no
TRG000349,2026-05-24T20:48:48,harsh,Harsh Driving,high,acknowledged,DS/Teams,Taxi,Leon Young,LY,Metro Taxi,DXB-B-40956,Al Barsha,Mall of the Emirates,107,Escalate to safety review board,no
TRG002059,2026-05-24T20:48:19,idling,Idling,low,closed,MNVR,School Bus,Ivan Brooks,IB,School Transport Services,DXB-S-1043,Al Quoz,Al Khail Road,,Acknowledge — within tolerance,no
TRG000570,2026-05-24T20:47:17,harsh,Harsh Driving,low,open,MNVR,School Bus,James Ward,JW,Emirates Transport,DXB-S-2089,Silicon Oasis,Dubai Silicon Oasis Hub,67,Escalate to safety review board,no
TRG001184,2026-05-24T20:47:12,signal,No Signal,low,acknowledged,DS/Teams,School Bus,Arthur Fisher,AF,Emirates Transport,DXB-S-7965,Jebel Ali,Jebel Ali Free Zone,,Re-establish GPS handshake,no
TRG002709,2026-05-24T20:47:02,signal,No Signal,high,acknowledged,ETMP,Marine,William Perry,WP,Dubai Marine Transport,MAR-400,Deira,Baniyas Square,,Acknowledge — temporary blackout zone,yes
TRG000336,2026-05-24T20:46:26,signal,No Signal,medium,escalated,MNVR,Limousine & E-Hail,Julian Wells,JW,Uber Fleet,DXB-G-18524,Al Quoz,Al Khail Road,,Dispatch tech if persistent >15min,no
TRG000125,2026-05-24T20:45:03,fatigue,Driver Fatigue,high,escalated,MNVR,Public Bus,Pavel Cooper,PC,Emirates Transport,DXB-B-7746,Jebel Ali,Jebel Ali Free Zone,,Route to nearest rest stop,no
TRG002318,2026-05-24T20:43:43,distraction,Driver Distraction,high,fined,DS/Teams,Taxi,Dmitri Stevens,DS,Citi Taxi,DXB-E-50510,Business Bay,Al Abraj Street,,Schedule supervisor review,no
TRG000765,2026-05-24T20:43:41,camera,Camera Disconnection,medium,open,ETMP,Taxi,Sven Brooks,SB,Cars Taxi,DXB-T-21251,Jumeirah,Umm Suqeim Road,,Dispatch field tech — recurring issue,no
TRG000693,2026-05-24T20:42:50,fatigue,Driver Fatigue,high,investigation,DS/Teams,Limousine & E-Hail,Mateo Barnes,MB,Genie Limousine,DXB-D-85959,Jebel Ali,Ibn Battuta Road,,Confirm with supervisor & monitor,no
TRG000360,2026-05-24T20:42:41,idling,Idling,low,acknowledged,DS/Teams,Limousine & E-Hail,Mateo Cooper,MC,Uber Fleet,DXB-M-14173,Jebel Ali,Ibn Battuta Road,,Send efficiency reminder to driver,no
TRG000779,2026-05-24T20:42:41,fatigue,Driver Fatigue,medium,acknowledged,ETMP,School Bus,Emil Warren,EW,Emirates Transport,DXB-S-6434,JBR,Jumeirah Beach Residence,,Override dispatch — pull from rotation,no
TRG000284,2026-05-24T20:42:06,signal,No Signal,medium,open,MNVR,Limousine & E-Hail,Adrian Richardson,AR,Genie Limousine,DXB-R-94990,Al Barsha,Sheikh Zayed Road,,Acknowledge — temporary blackout zone,no
TRG001560,2026-05-24T20:41:54,fatigue,Driver Fatigue,medium,open,ETMP,Taxi,Erik Ross,ER,Metro Taxi,DXB-M-14119,Mirdif,Tripoli Street,,Confirm with supervisor & monitor,no
TRG002741,2026-05-24T20:41:46,fatigue,Driver Fatigue,medium,investigation,MNVR,Limousine & E-Hail,Theo Hicks,TH,Careem,DXB-N-91254,JBR,The Beach Promenade,,Confirm with supervisor & monitor,no
TRG000289,2026-05-24T20:41:30,signal,No Signal,high,open,DS/Teams,Limousine & E-Hail,Rohan Young,RY,Hala Rides,DXB-F-20515,Jebel Ali,Sheikh Zayed Road,,Auto-resolve when signal restored,no
TRG002012,2026-05-24T20:41:08,harsh,Harsh Driving,high,open,DS/Teams,Public Bus,Martin Scott,MS,Emirates Transport,DXB-B-9081,Al Barsha,Sheikh Zayed Road,97,Log for end-of-shift review,no
TRG001123,2026-05-24T20:41:07,fatigue,Driver Fatigue,high,closed,DS/Teams,Taxi,Fabian Edwards,FE,Cars Taxi,DXB-C-58224,Al Barsha,Sheikh Zayed Road,,Route to nearest rest stop,no
TRG000381,2026-05-24T20:41:02,distraction,Driver Distraction,medium,closed,MNVR,Hourly Rental,Henry Cole,HC,Careem,DXB-R-88841,Jebel Ali,Jebel Ali Free Zone,,Schedule supervisor review,no
TRG001262,2026-05-24T20:40:55,idling,Idling,medium,open,DS/Teams,Taxi,Sven Payne,SP,Arabia Taxi,DXB-P-82609,Jumeirah,Jumeirah Beach Road,,Flag for daily review,no
TRG001956,2026-05-24T20:40:53,fatigue,Driver Fatigue,low,closed,MNVR,Public Bus,Oscar Greene,OG,Emirates Transport,DXB-B-5774,Dubai Marina,Marina Walk,,Override dispatch — pull from rotation,no
TRG002472,2026-05-24T20:40:23,distraction,Driver Distraction,medium,investigation,DS/Teams,Taxi,Kenji Campbell,KC,Metro Taxi,DXB-Q-73711,Al Rashidiya,Airport Road,,Send live coaching prompt to driver,yes
TRG001389,2026-05-24T20:40:21,idling,Idling,low,escalated,DS/Teams,Limousine & E-Hail,Tunde Murray,TM,Careem,DXB-O-71818,JBR,Jumeirah Beach Residence,,Flag for daily review,no
TRG002578,2026-05-24T20:40:16,signal,No Signal,medium,open,DS/Teams,School Bus,James Olson,JO,Emirates Transport,DXB-S-6011,Deira,Baniyas Square,,Re-establish GPS handshake,no
TRG002526,2026-05-24T20:36:33,harsh,Harsh Driving,high,stafteesh,DS/Teams,Taxi,Harry Cole,HC,National Taxi,DXB-N-35001,Business Bay,Bay Avenue,94,Issue coaching alert to driver,yes
TRG002163,2026-05-24T20:36:22,signal,No Signal,medium,fined,MNVR,Hourly Rental,Peter Holmes,PH,Al Naboodah Transport,DXB-B-69266,Al Quoz,Al Asayel Street,,Dispatch tech if persistent >15min,no
TRG000944,2026-05-24T20:35:35,fatigue,Driver Fatigue,medium,open,MNVR,Limousine & E-Hail,Kwame Johnson,KJ,Hala Rides,DXB-Q-80539,JBR,The Walk,,Route to nearest rest stop,no
TRG000185,2026-05-24T20:34:02,idling,Idling,medium,closed,DS/Teams,Taxi,Johan Weaver,JW,National Taxi,DXB-S-73365,JBR,The Beach Promenade,,Send efficiency reminder to driver,no
TRG000770,2026-05-24T20:33:48,distraction,Driver Distraction,high,open,ETMP,Public Bus,George Diaz,GD,RTA Public Buses,DXB-B-3031,Al Rashidiya,Rashidiya Metro Rd,,"Acknowledge — minor, log only",no
TRG002677,2026-05-24T20:33:42,fatigue,Driver Fatigue,medium,stafteesh,ETMP,Taxi,Mateo Harrison,MH,Citi Taxi,DXB-H-62475,Dubai Sports City,Els Club Rd,,Instruct driver to take mandatory break,no
TRG001957,2026-05-24T20:33:20,signal,No Signal,medium,open,ETMP,Public Bus,Kenji Wright,KW,RTA Public Buses,DXB-B-1536,Al Barsha,Mall of the Emirates,,Auto-resolve when signal restored,no
TRG001629,2026-05-24T20:32:41,signal,No Signal,medium,acknowledged,MNVR,Taxi,George Gonzales,GG,Arabia Taxi,DXB-O-36712,Dubai Marina,Sheikh Zayed Rd Junction,,Dispatch tech if persistent >15min,no
TRG000516,2026-05-24T20:31:43,harsh,Harsh Driving,medium,closed,MNVR,Taxi,Henry Hart,HH,National Taxi,DXB-H-83697,Jumeirah,Jumeirah Beach Road,79,Issue coaching alert to driver,no
TRG000465,2026-05-24T20:30:43,fatigue,Driver Fatigue,high,acknowledged,DS/Teams,Public Bus,Luca Adams,LA,RTA Public Buses,DXB-B-5184,Jumeirah,Al Wasl Road,,Instruct driver to take mandatory break,no
TRG000326,2026-05-24T20:30:23,signal,No Signal,low,stafteesh,ETMP,Public Bus,Sanjay Hayes,SH,Emirates Transport,DXB-B-2904,Deira,Al Maktoum Road,,Dispatch tech if persistent >15min,no
TRG001517,2026-05-24T20:29:53,distraction,Driver Distraction,low,stafteesh,MNVR,Public Bus,Henry Snyder,HS,RTA Public Buses,DXB-B-8165,Dubai Marina,King Salman Bin Abdulaziz Al Saud St,,Schedule supervisor review,no
TRG000083,2026-05-24T20:28:39,idling,Idling,high,open,MNVR,Hourly Rental,Tomas Price,TP,Careem,DXB-M-24039,Mirdif,Algeria Street,,Flag for daily review,no
TRG000895,2026-05-24T20:28:13,distraction,Driver Distraction,low,open,ETMP,Taxi,Wei Stevens,WS,Citi Taxi,DXB-Q-77894,Al Quoz,Al Meydan Road,,Issue formal warning — 2nd offense,no
TRG002744,2026-05-24T20:27:36,fatigue,Driver Fatigue,high,closed,MNVR,Public Bus,Hiroshi Simpson,HS,Emirates Transport,DXB-B-6047,Mirdif,Algeria Street,,Instruct driver to take mandatory break,no
TRG001556,2026-05-24T20:27:16,signal,No Signal,high,closed,MNVR,Limousine & E-Hail,Andre Bryant,AB,Careem,DXB-O-35596,Dubai Marina,Sheikh Zayed Rd Junction,,Acknowledge — temporary blackout zone,no
TRG002752,2026-05-24T20:26:45,distraction,Driver Distraction,low,investigation,MNVR,School Bus,Hugo Ford,HF,School Transport Services,DXB-S-3444,Al Barsha,Al Barsha Road,,"Acknowledge — minor, log only",no
TRG002198,2026-05-24T20:26:35,fatigue,Driver Fatigue,high,acknowledged,MNVR,Public Bus,George Boyd,GB,Emirates Transport,DXB-B-8875,Jumeirah,Al Wasl Road,,Override dispatch — pull from rotation,no
TRG000655,2026-05-24T20:24:40,camera,Camera Disconnection,high,closed,MNVR,Taxi,Marco Armstrong,MA,Cars Taxi,DXB-I-71260,Dubai Sports City,Hessa Street,,Run firmware reset remotely,no
TRG002294,2026-05-24T20:23:29,harsh,Harsh Driving,low,open,MNVR,School Bus,Simon Payne,SP,Emirates Transport,DXB-S-5668,Business Bay,Business Bay Crossing,69,Issue coaching alert to driver,no
TRG002055,2026-05-24T20:23:03,idling,Idling,low,closed,DS/Teams,Limousine & E-Hail,David Elliott,DE,Careem,DXB-J-99728,Al Barsha,Sheikh Zayed Road,,Send efficiency reminder to driver,no
TRG001645,2026-05-24T20:22:46,signal,No Signal,low,fined,MNVR,Taxi,Takeshi Freeman,TF,Cars Taxi,DXB-T-88987,Business Bay,Business Bay Crossing,,Re-establish GPS handshake,no
TRG001681,2026-05-24T20:20:54,harsh,Harsh Driving,medium,fined,MNVR,Limousine & E-Hail,Ming Russell,MR,Careem,DXB-P-21137,Dubai Marina,Sheikh Zayed Rd Junction,84,Send to Stafteesh for fine assessment,no
TRG002235,2026-05-24T20:20:54,distraction,Driver Distraction,high,acknowledged,DS/Teams,Public Bus,Simon Greene,SG,RTA Public Buses,DXB-B-3243,Downtown Dubai,Financial Center Rd,,Issue formal warning — 2nd offense,no
TRG001764,2026-05-24T20:20:12,harsh,Harsh Driving,medium,acknowledged,MNVR,Public Bus,Takeshi Baker,TB,RTA Public Buses,DXB-B-7080,Business Bay,Al Abraj Street,74,Send to Stafteesh for fine assessment,no
TRG000001,2026-05-24T20:19:41,harsh,Harsh Driving,high,investigation,MNVR,Taxi,Henri Chavez,HC,Arabia Taxi,DXB-C-41544,Al Barsha,Sheikh Zayed Road,85,Send to Stafteesh for fine assessment,yes
TRG001057,2026-05-24T20:19:39,distraction,Driver Distraction,medium,stafteesh,DS/Teams,Hourly Rental,Kwame Jordan,KJ,Hala Rides,DXB-T-72061,Jumeirah,Umm Suqeim Road,,Schedule supervisor review,no
TRG000358,2026-05-24T20:18:08,signal,No Signal,high,acknowledged,DS/Teams,Hourly Rental,Adrian Powell,AP,Careem,DXB-S-79885,Mirdif,Mirdif City Centre Rd,,Acknowledge — temporary blackout zone,no
TRG002140,2026-05-24T20:17:57,signal,No Signal,high,closed,MNVR,Public Bus,Sipho Morales,SM,RTA Public Buses,DXB-B-6716,Downtown Dubai,Burj Khalifa Blvd,,Auto-resolve when signal restored,no
TRG002013,2026-05-24T20:17:49,distraction,Driver Distraction,medium,open,MNVR,Taxi,Carlos Dunn,CD,Cars Taxi,DXB-L-65989,Deira,Baniyas Square,,"Acknowledge — minor, log only",no
TRG000467,2026-05-24T20:17:39,harsh,Harsh Driving,medium,closed,MNVR,Taxi,James Peters,JP,National Taxi,DXB-Q-62912,Al Barsha,Al Barsha Road,81,Log for end-of-shift review,no
TRG002146,2026-05-24T20:17:32,idling,Idling,medium,closed,MNVR,Limousine & E-Hail,Hugo Tucker,HT,Yango Premium,DXB-Q-42187,Dubai Sports City,Els Club Rd,,Flag for daily review,no
TRG001328,2026-05-24T20:16:13,distraction,Driver Distraction,low,acknowledged,ETMP,Hourly Rental,Ming Warren,MW,Al Naboodah Transport,DXB-P-97946,Dubai Marina,Sheikh Zayed Rd Junction,,Send live coaching prompt to driver,yes
TRG002524,2026-05-24T20:15:34,harsh,Harsh Driving,medium,open,MNVR,Public Bus,Ming Warren,MW,RTA Public Buses,DXB-B-9354,Al Barsha,Al Barsha Road,68,Issue coaching alert to driver,no
TRG001946,2026-05-24T20:15:30,camera,Camera Disconnection,high,closed,DS/Teams,Taxi,Lars Powell,LP,Dubai Taxi Corporation,DXB-A-57137,Dubai Marina,Sheikh Zayed Rd Junction,,Escalate to fleet maintenance,no
TRG001761,2026-05-24T20:15:11,signal,No Signal,high,stafteesh,MNVR,Public Bus,Edward Hamilton,EH,RTA Public Buses,DXB-B-7463,Jebel Ali,Sheikh Zayed Road,,Dispatch tech if persistent >15min,no
TRG002049,2026-05-24T20:15:06,distraction,Driver Distraction,low,open,DS/Teams,Hourly Rental,Peter Franklin,PF,Al Naboodah Transport,DXB-K-54066,Business Bay,Bay Avenue,,Send live coaching prompt to driver,no
TRG001597,2026-05-24T20:15:00,fatigue,Driver Fatigue,medium,acknowledged,MNVR,Limousine & E-Hail,Niko Harris,NH,Genie Limousine,DXB-Q-64973,JBR,The Beach Promenade,,Route to nearest rest stop,no
TRG002474,2026-05-24T20:14:44,idling,Idling,medium,open,DS/Teams,Limousine & E-Hail,Edward Warren,EW,Uber Fleet,DXB-L-31409,Al Barsha,Mall of the Emirates,,Auto-close — under 5min,no
TRG002058,2026-05-24T20:14:17,signal,No Signal,high,open,DS/Teams,Hourly Rental,Sergei Chavez,SC,Careem,DXB-L-70033,Al Rashidiya,Airport Road,,Acknowledge — temporary blackout zone,yes
TRG000224,2026-05-24T20:12:59,fatigue,Driver Fatigue,medium,closed,DS/Teams,Limousine & E-Hail,Carlos Weaver,CW,Yango Premium,DXB-G-29909,Al Qusais,Beirut Street,,Route to nearest rest stop,no
TRG001503,2026-05-24T20:12:54,idling,Idling,low,open,DS/Teams,School Bus,Ming Russell,MR,School Transport Services,DXB-S-6627,Al Barsha,Sheikh Zayed Road,,Auto-close — under 5min,no
TRG002521,2026-05-24T20:11:40,fatigue,Driver Fatigue,high,acknowledged,MNVR,Taxi,Kwame Hudson,KH,Dubai Taxi Corporation,DXB-A-84975,Al Qusais,Al Nahda Road,,Confirm with supervisor & monitor,no
TRG002678,2026-05-24T20:11:40,distraction,Driver Distraction,low,acknowledged,MNVR,Taxi,Michael Shaw,MS,Metro Taxi,DXB-N-53183,Dubai Marina,Marina Walk,,Send live coaching prompt to driver,no
TRG002130,2026-05-24T20:11:12,camera,Camera Disconnection,high,acknowledged,ETMP,Hourly Rental,Harry Harrison,HH,Al Naboodah Transport,DXB-T-38684,Jumeirah,Al Wasl Road,,Verify cable connection at next stop,no
TRG002755,2026-05-24T20:10:52,distraction,Driver Distraction,high,acknowledged,MNVR,Public Bus,Pavel Peterson,PP,Emirates Transport,DXB-B-3738,Al Qusais,Al Nahda Road,,Issue formal warning — 2nd offense,no
TRG001279,2026-05-24T20:10:47,harsh,Harsh Driving,medium,stafteesh,DS/Teams,Taxi,Kwame Warren,KW,National Taxi,DXB-J-64961,Dubai Sports City,Hessa Street,84,Issue coaching alert to driver,no
TRG000103,2026-05-24T20:09:46,idling,Idling,low,open,MNVR,Limousine & E-Hail,Jack Campbell,JC,Hala Rides,DXB-N-98597,Al Barsha,Mall of the Emirates,,Acknowledge — within tolerance,no
TRG001908,2026-05-24T20:08:43,harsh,Harsh Driving,high,open,ETMP,Limousine & E-Hail,Wei Stevens,WS,Yango Premium,DXB-C-69012,JBR,Jumeirah Beach Residence,138,Log for end-of-shift review,no
TRG000043,2026-05-24T20:07:49,distraction,Driver Distraction,high,closed,DS/Teams,Taxi,Lucas Gibson,LG,Citi Taxi,DXB-G-41992,Jebel Ali,Jebel Ali Free Zone,,Send live coaching prompt to driver,no
TRG002105,2026-05-24T20:06:49,distraction,Driver Distraction,high,acknowledged,ETMP,Taxi,Niko Simpson,NS,Dubai Taxi Corporation,DXB-L-54474,Al Quoz,Al Asayel Street,,Issue formal warning — 2nd offense,no
TRG001925,2026-05-24T20:05:07,distraction,Driver Distraction,high,closed,MNVR,Taxi,James West,JW,Citi Taxi,DXB-M-26641,Al Barsha,Mall of the Emirates,,Schedule supervisor review,no
TRG002674,2026-05-24T20:04:13,camera,Camera Disconnection,high,escalated,DS/Teams,Taxi,Carlos Bailey,CB,Metro Taxi,DXB-L-17088,Dubai Investment Park,Schoolzone Rd,,Escalate to fleet maintenance,no
TRG001284,2026-05-24T20:03:37,camera,Camera Disconnection,medium,open,MNVR,Taxi,Fabian Kennedy,FK,Citi Taxi,DXB-B-86095,Downtown Dubai,Mohammed Bin Rashid Blvd,,Escalate to fleet maintenance,no
TRG002759,2026-05-24T20:02:46,camera,Camera Disconnection,high,acknowledged,MNVR,Limousine & E-Hail,Erik Parker,EP,Hala Rides,DXB-L-28922,Business Bay,Al Abraj Street,,Run firmware reset remotely,yes
TRG000591,2026-05-24T20:02:15,fatigue,Driver Fatigue,medium,open,ETMP,Taxi,Oliver Patterson,OP,Dubai Taxi Corporation,DXB-B-34734,Dubai Investment Park,Schoolzone Rd,,Override dispatch — pull from rotation,no
TRG001600,2026-05-24T20:02:07,fatigue,Driver Fatigue,high,closed,ETMP,Marine,Simon Payne,SP,Dubai Marine Transport,MAR-836,Al Qusais,Beirut Street,,Override dispatch — pull from rotation,no
TRG002290,2026-05-24T20:02:03,harsh,Harsh Driving,low,investigation,DS/Teams,Taxi,George Diaz,GD,Cars Taxi,DXB-D-11425,Dubai Marina,Al Marsa Street,47,Log for end-of-shift review,no
TRG002219,2026-05-24T20:01:44,signal,No Signal,medium,acknowledged,DS/Teams,Hourly Rental,Matteo Dixon,MD,Careem,DXB-M-98085,Downtown Dubai,Mohammed Bin Rashid Blvd,,Dispatch tech if persistent >15min,no
TRG000008,2026-05-24T20:01:25,distraction,Driver Distraction,high,investigation,DS/Teams,Taxi,Mateus Boyd,MB,Citi Taxi,DXB-S-51761,Downtown Dubai,Mohammed Bin Rashid Blvd,,Schedule supervisor review,no
TRG002379,2026-05-24T20:00:36,harsh,Harsh Driving,high,closed,MNVR,School Bus,Hugo Perkins,HP,Emirates Transport,DXB-S-5123,Downtown Dubai,Financial Center Rd,95,Log for end-of-shift review,yes
TRG001395,2026-05-24T19:59:15,harsh,Harsh Driving,low,open,MNVR,Taxi,Kenji Webb,KW,Metro Taxi,DXB-L-37788,Downtown Dubai,Sheikh Mohammed Bin Rashid Blvd,49,Log for end-of-shift review,no
TRG000004,2026-05-24T19:58:52,harsh,Harsh Driving,high,acknowledged,DS/Teams,Taxi,Johan Fox,JF,Citi Taxi,DXB-N-31621,JBR,Jumeirah Beach Residence,128,Log for end-of-shift review,no
TRG002405,2026-05-24T19:58:47,idling,Idling,medium,open,MNVR,Limousine & E-Hail,Bruno Bailey,BB,Yango Premium,DXB-S-80739,Al Qusais,Damascus Street,,Flag for daily review,no
TRG001819,2026-05-24T19:58:21,distraction,Driver Distraction,medium,acknowledged,MNVR,Marine,Marco Diaz,MD,Dubai Marine Transport,MAR-839,Dubai Marina,Marina Walk,,Schedule supervisor review,no
TRG001999,2026-05-24T19:58:15,idling,Idling,high,open,MNVR,Limousine & E-Hail,Leon Turner,LT,Uber Fleet,DXB-L-99189,Dubai Marina,Al Marsa Street,,Send efficiency reminder to driver,no
TRG001347,2026-05-24T19:57:05,idling,Idling,medium,open,DS/Teams,Taxi,Tomas Carroll,TC,Dubai Taxi Corporation,DXB-E-48650,Deira,Baniyas Square,,Flag for daily review,no
TRG001835,2026-05-24T19:57:00,camera,Camera Disconnection,high,escalated,MNVR,Public Bus,Charles Greene,CG,Emirates Transport,DXB-B-3202,Jumeirah,Jumeirah Beach Road,,Run firmware reset remotely,no
TRG000386,2026-05-24T19:56:58,camera,Camera Disconnection,low,open,MNVR,School Bus,Charles Greene,CG,Emirates Transport,DXB-S-2771,JBR,The Walk,,Run firmware reset remotely,no
TRG000149,2026-05-24T19:56:57,idling,Idling,low,acknowledged,ETMP,Limousine & E-Hail,Jack Wright,JW,Uber Fleet,DXB-R-10512,Downtown Dubai,Mohammed Bin Rashid Blvd,,Send efficiency reminder to driver,no
TRG002399,2026-05-24T19:54:59,distraction,Driver Distraction,medium,investigation,DS/Teams,Taxi,James Olson,JO,Metro Taxi,DXB-J-34691,Deira,Al Rigga Road,,Issue formal warning — 2nd offense,no
TRG000078,2026-05-24T19:54:37,distraction,Driver Distraction,low,open,DS/Teams,Limousine & E-Hail,Matteo Armstrong,MA,Yango Premium,DXB-F-76660,Business Bay,Bay Avenue,,Issue formal warning — 2nd offense,no
TRG000365,2026-05-24T19:54:29,harsh,Harsh Driving,medium,open,MNVR,Taxi,Jack Knight,JK,Citi Taxi,DXB-S-90083,Downtown Dubai,Burj Khalifa Blvd,67,Log for end-of-shift review,no
TRG001623,2026-05-24T19:53:27,signal,No Signal,medium,open,DS/Teams,Limousine & E-Hail,Pablo Turner,PT,Hala Rides,DXB-N-19794,Silicon Oasis,Dubai Silicon Oasis Hub,,Re-establish GPS handshake,no
TRG002260,2026-05-24T19:51:52,fatigue,Driver Fatigue,medium,stafteesh,DS/Teams,Taxi,Rohan Knight,RK,Cars Taxi,DXB-N-62364,Downtown Dubai,Financial Center Rd,,Confirm with supervisor & monitor,no
TRG001093,2026-05-24T19:51:40,idling,Idling,low,closed,MNVR,Taxi,Andre Marshall,AM,National Taxi,DXB-C-80030,Dubai Investment Park,DIP First Road,,Send efficiency reminder to driver,no
TRG000925,2026-05-24T19:51:06,idling,Idling,low,open,DS/Teams,Public Bus,Pavel Cooper,PC,Emirates Transport,DXB-B-7304,Al Qusais,Damascus Street,,Acknowledge — within tolerance,no
TRG000996,2026-05-24T19:51:05,harsh,Harsh Driving,medium,open,DS/Teams,School Bus,Johan Alexander,JA,School Transport Services,DXB-S-7848,Silicon Oasis,Dubai Silicon Oasis Hub,86,Issue coaching alert to driver,no
TRG001871,2026-05-24T19:50:56,distraction,Driver Distraction,high,escalated,DS/Teams,Limousine & E-Hail,Dmitri Collins,DC,Genie Limousine,DXB-N-71094,Downtown Dubai,Sheikh Mohammed Bin Rashid Blvd,,Schedule supervisor review,no
TRG002275,2026-05-24T19:50:29,harsh,Harsh Driving,medium,investigation,MNVR,Limousine & E-Hail,Hugo Perkins,HP,Hala Rides,DXB-L-48195,Jebel Ali,Ibn Battuta Road,62,Send to Stafteesh for fine assessment,no
TRG001937,2026-05-24T19:49:29,idling,Idling,low,open,DS/Teams,Taxi,Mateo Barnes,MB,Metro Taxi,DXB-D-34924,Downtown Dubai,Sheikh Mohammed Bin Rashid Blvd,,Flag for daily review,no
TRG002102,2026-05-24T19:49:26,harsh,Harsh Driving,low,closed,MNVR,Limousine & E-Hail,Peter Young,PY,Uber Fleet,DXB-Q-28958,Jebel Ali,Ibn Battuta Road,64,Log for end-of-shift review,no
TRG002498,2026-05-24T19:48:49,distraction,Driver Distraction,medium,open,MNVR,Public Bus,Theo Ramos,TR,Emirates Transport,DXB-B-8221,Deira,Al Rigga Road,,Send live coaching prompt to driver,no
