violation_id,timestamp,latitude,longitude,zone,severity,violation_type,driver_id,driver_name,driver_initials,driver_category,driver_company,driver_risk_score,driver_risk_label,driver_status,driver_status_label
V-001299,2026-05-23T21:33,25.19173,55.27038,Downtown Dubai,moderate,Driver Fatigue,D-00287,Turki Al Naqbi,TN,Taxi,National Taxi,6.9,High Risk,investigation,Under Investigation
V-000651,2026-05-23T21:31,25.13206,55.21411,Al Barsha,low,Speeding,D-00153,Rakan Al Jaberi,RJ,Taxi,Metro Taxi,3.4,Low Risk,active,Active
V-010354,2026-05-23T21:31,25.09234,55.12854,JBR,high,Speeding,D-02179,Abdullah Al Shehhi,AS,School Bus,Al Mawakeb Transport,9.3,Critical,suspended,Suspended
V-015578,2026-05-23T21:31,25.25858,55.31771,Deira,moderate,Lane Violation,D-03286,Walid Al Dhaheri,WD,Hourly Rental,Budget Rent-a-Car,7.5,High Risk,active,Active
V-010163,2026-05-23T21:29,25.2933,55.40254,Al Qusais,moderate,Speeding,D-02144,Zayed Al Romaithi,ZR,School Bus,GEMS Transport,8.5,Critical,investigation,Under Investigation
V-007160,2026-05-23T21:27,25.06,55.14106,Dubai Marina,moderate,Phone Use,D-01506,Majid Al Mahmoud,MM,Public Bus,Dubai Transport Co.,9.3,Critical,investigation,Under Investigation
V-015243,2026-05-23T21:26,25.19466,55.20649,Jumeirah,low,Harsh Braking,D-03218,Adel Al Hashemi,AH,Hourly Rental,Budget Rent-a-Car,6.0,Moderate,investigation,Under Investigation
V-001763,2026-05-23T21:12,25.01354,55.09456,Jebel Ali,moderate,Idling,D-00380,Yusuf Al Rashidi,YR,Taxi,Emirates Taxi LLC,9.9,Critical,suspended,Suspended
V-014202,2026-05-23T21:10,25.28644,55.33641,Deira,low,Lane Violation,D-02995,Bader Al Rashidi,BR,Marine,Dubai Ferry Services,5.6,Moderate,active,Active
V-006068,2026-05-23T21:07,25.04315,55.23156,Dubai Sports City,moderate,Driver Fatigue,D-01278,Ibrahim Al Mansouri,IM,Public Bus,RTA Public Transport,7.4,High Risk,active,Active
V-005662,2026-05-23T21:05,25.2606,55.33426,Deira,high,Harsh Braking,D-01199,Mohammed Al Hashimi,MH,Taxi,Al Naboodah Taxi,9.8,Critical,suspended,Suspended
V-007474,2026-05-23T21:04,25.18724,55.27487,Business Bay,moderate,Route Deviation,D-01577,Khalifa Al Hosani,KH,Public Bus,RTA Public Transport,7.5,High Risk,investigation,Under Investigation
V-016469,2026-05-23T20:59,25.19591,55.20955,Jumeirah,moderate,Speeding,D-03484,Omar Al Hashimi,OH,Hourly Rental,Avis Dubai,3.3,Low Risk,active,Active
V-015742,2026-05-23T20:58,24.9763,55.1076,Jebel Ali,low,Idling,D-03325,Sami Bin Hamad,SH,Hourly Rental,Sixt UAE,7.9,High Risk,investigation,Under Investigation
V-008098,2026-05-23T20:56,25.19212,55.22195,Jumeirah,low,Phone Use,D-01716,Turki Al Suwaidi,TS,Public Bus,RTA Public Transport,0.8,Low Risk,active,Active
V-008061,2026-05-23T20:55,25.21456,55.22121,Jumeirah,moderate,Route Deviation,D-01709,Jassim Al Qasimi,JQ,Public Bus,Dubai Transport Co.,9.2,Critical,active,Active
V-014125,2026-05-23T20:54,25.20472,55.23665,Jumeirah,low,Driver Fatigue,D-02975,Talal Al Jaberi,TJ,Marine,Emirates Marine Transport,1.5,Low Risk,active,Active
V-002616,2026-05-23T20:52,25.18669,55.28362,Downtown Dubai,low,Idling,D-00555,Jassim Al Tamimi,JT,Taxi,Cars Taxi,7.1,High Risk,active,Active
V-015940,2026-05-23T20:50,25.19925,55.27184,Business Bay,moderate,Harsh Braking,D-03368,Marwan Al Awadhi,MA,Hourly Rental,Avis Dubai,6.4,Moderate,active,Active
V-005737,2026-05-23T20:49,25.20805,55.27499,Downtown Dubai,moderate,Phone Use,D-01213,Bandar Al Sharqi,BS,Public Bus,Dubai Transport Co.,4.9,Moderate,active,Active
V-015262,2026-05-23T20:48,25.17494,55.21653,Al Quoz,high,Speeding,D-03220,Saif Al Jaberi,SJ,Hourly Rental,Sixt UAE,7.3,High Risk,active,Active
V-007584,2026-05-23T20:44,25.13193,55.21904,Al Barsha,low,Idling,D-01604,Rakan Al Zaabi,RZ,Public Bus,Dubai Transport Co.,7.7,High Risk,investigation,Under Investigation
V-007883,2026-05-23T20:38,25.19332,55.26262,Business Bay,moderate,Harsh Braking,D-01676,Nayef Al Maktoum,NM,Public Bus,RTA Public Transport,4.4,Moderate,active,Active
V-008477,2026-05-23T20:37,25.11423,55.20868,Al Barsha,low,Route Deviation,D-01799,Rakan Al Sayegh,RS,School Bus,Al Mawakeb Transport,7.4,High Risk,investigation,Under Investigation
V-015730,2026-05-23T20:27,25.24179,55.44228,Mirdif,high,Camera Tampering,D-03325,Sami Bin Hamad,SH,Hourly Rental,Sixt UAE,7.9,High Risk,investigation,Under Investigation
V-010893,2026-05-23T20:25,25.25581,55.39449,Al Rashidiya,moderate,Harsh Braking,D-02300,Saif Al Rashidi,SR,Limousine & E-Hail,Emirates Limousine,7.5,High Risk,active,Active
V-005795,2026-05-23T20:24,25.22772,55.41615,Mirdif,moderate,Harsh Braking,D-01229,Amer Al Bastaki,AB,Public Bus,RTA Public Transport,7.6,High Risk,active,Active
V-015771,2026-05-23T20:22,25.28613,55.31568,Deira,moderate,Speeding,D-03330,Abdullah Al Ameri,AA,Hourly Rental,Hertz UAE,5.6,Moderate,active,Active
V-002688,2026-05-23T20:13,25.3017,55.39512,Al Qusais,low,Speeding,D-00564,Rakan Al Jaberi,RJ,Taxi,Emirates Taxi LLC,3.6,Moderate,active,Active
V-011063,2026-05-23T20:11,25.25984,55.34716,Deira,low,Route Deviation,D-02349,Yousef Al Mehrezi,YM,Limousine & E-Hail,Al Ghazal Transport,7.1,High Risk,active,Active
V-015210,2026-05-23T20:06,25.19284,55.2624,Business Bay,low,Harsh Braking,D-03208,Zayed Al Jaberi,ZJ,Hourly Rental,Avis Dubai,1.0,Low Risk,active,Active
V-006461,2026-05-23T19:54,25.1812,55.26136,Business Bay,high,Camera Tampering,D-01365,Abdullah Al Sharqi,AS,Public Bus,RTA Public Transport,6.6,High Risk,investigation,Under Investigation
V-015840,2026-05-23T19:47,24.99083,55.19632,Dubai Investment Park,moderate,Harsh Braking,D-03345,Majid Al Mazrouei,MM,Hourly Rental,Budget Rent-a-Car,6.6,High Risk,active,Active
V-014845,2026-05-23T19:38,25.19529,55.27341,Business Bay,high,Speeding,D-03119,Hussein Al Romaithi,HR,Marine,Dubai Ferry Services,7.4,High Risk,active,Active
V-013704,2026-05-23T19:29,25.23078,55.37391,Al Rashidiya,high,Distraction,D-02876,Adel Al Shamsi,AS,Limousine & E-Hail,Careem Fleet,7.7,High Risk,investigation,Under Investigation
V-003182,2026-05-23T19:25,25.18815,55.28703,Downtown Dubai,low,Speeding,D-00664,Tamer Al Naqbi,TN,Taxi,Cars Taxi,6.6,High Risk,active,Active
V-007814,2026-05-23T19:24,25.08154,55.12266,JBR,high,Driver Fatigue,D-01654,Tariq Al Jaberi,TJ,Public Bus,Dubai Transport Co.,6.6,High Risk,active,Active
V-001928,2026-05-23T19:17,25.18555,55.29332,Downtown Dubai,low,Route Deviation,D-00421,Hisham Al Ameri,HA,Taxi,Dubai Taxi Corp,5.2,Moderate,active,Active
V-014192,2026-05-23T19:15,25.23099,55.3835,Al Rashidiya,high,Speeding,D-02991,Zayed Al Khouri,ZK,Marine,Emirates Marine Transport,9.8,Critical,suspended,Suspended
V-009116,2026-05-23T19:14,25.05941,55.24735,Dubai Sports City,moderate,Driver Fatigue,D-01964,Hamdan Al Falasi,HF,School Bus,Al Mawakeb Transport,3.8,Moderate,active,Active
V-009519,2026-05-23T19:14,25.14185,55.24288,Al Quoz,low,Speeding,D-02031,Saeed Al Rashidi,SR,School Bus,Al Mawakeb Transport,5.1,Moderate,active,Active
V-011181,2026-05-23T19:14,25.00661,55.06955,Jebel Ali,moderate,Distraction,D-02380,Nasser Al Mehairi,NM,Limousine & E-Hail,Emirates Limousine,3.5,Moderate,active,Active
V-003941,2026-05-23T19:13,24.99613,55.17531,Dubai Investment Park,high,Phone Use,D-00826,Majid Al Hashimi,MH,Taxi,National Taxi,8.9,Critical,suspended,Suspended
V-009320,2026-05-23T19:12,25.30718,55.41561,Al Qusais,low,Idling,D-01997,Marwan Al Dhaheri,MD,School Bus,Al Mawakeb Transport,9.1,Critical,investigation,Under Investigation
V-009704,2026-05-23T19:07,25.257,55.4024,Al Rashidiya,low,Speeding,D-02062,Maher Al Mansouri,MM,School Bus,Al Reef School Transport,2.1,Low Risk,active,Active
V-003310,2026-05-23T19:04,25.21328,55.27706,Downtown Dubai,moderate,Lane Violation,D-00685,Ziad Al Khouri,ZK,Taxi,Dubai Taxi Corp,3.8,Moderate,active,Active
V-005454,2026-05-23T18:56,25.21986,55.44346,Mirdif,moderate,Lane Violation,D-01165,Turki Al Mahmoud,TM,Taxi,Metro Taxi,5.8,Moderate,active,Active
V-008230,2026-05-23T18:55,25.19419,55.27195,Business Bay,high,Driver Fatigue,D-01736,Hussein Al Suwaidi,HS,Public Bus,RTA Public Transport,6.6,High Risk,active,Active
V-003298,2026-05-23T18:53,25.16079,55.23377,Al Quoz,moderate,Harsh Braking,D-00680,Amer Al Naqbi,AN,Taxi,National Taxi,7.0,High Risk,investigation,Under Investigation
V-001627,2026-05-23T18:50,25.12563,55.19392,Al Barsha,high,Camera Tampering,D-00346,Ibrahim Bin Hamad,IH,Taxi,National Taxi,7.2,High Risk,active,Active
V-007009,2026-05-23T18:50,25.00715,55.10069,Jebel Ali,low,Harsh Braking,D-01470,Faisal Al Tamimi,FT,Public Bus,RTA Public Transport,9.3,Critical,suspended,Suspended
V-016173,2026-05-23T18:49,25.14975,55.23272,Al Quoz,moderate,Lane Violation,D-03432,Saeed Al Nuaimi,SN,Hourly Rental,Hertz UAE,6.3,Moderate,active,Active
V-013027,2026-05-23T18:44,25.06953,55.24121,Dubai Sports City,low,Phone Use,D-02739,Omar Al Nuaimi,ON,Limousine & E-Hail,Uber Dubai,4.8,Moderate,active,Active
V-014587,2026-05-23T18:43,25.19026,55.27359,Downtown Dubai,moderate,Camera Tampering,D-03070,Faisal Al Tamimi,FT,Marine,Emirates Marine Transport,3.0,Low Risk,active,Active
V-000603,2026-05-23T18:33,25.19651,55.26787,Business Bay,moderate,Speeding,D-00146,Hamad Al Hosani,HH,Taxi,Dubai Taxi Corp,7.3,High Risk,investigation,Under Investigation
V-011779,2026-05-23T18:18,25.12512,55.19381,Al Barsha,moderate,Speeding,D-02502,Faisal Al Tamimi,FT,Limousine & E-Hail,Uber Dubai,8.4,Critical,suspended,Suspended
V-011679,2026-05-23T18:14,25.23174,55.39326,Al Rashidiya,high,Speeding,D-02486,Ibrahim Al Romaithi,IR,Limousine & E-Hail,Uber Dubai,7.7,High Risk,investigation,Under Investigation
V-013972,2026-05-23T18:00,25.07156,55.16049,Dubai Marina,low,Speeding,D-02941,Tamer Al Mehairi,TM,Marine,Emirates Marine Transport,2.3,Low Risk,active,Active
V-016388,2026-05-23T18:00,25.12878,55.19279,Al Barsha,low,Distraction,D-03465,Fahad Al Hashimi,FH,Hourly Rental,Europcar,10.0,Critical,suspended,Suspended
V-015024,2026-05-23T17:57,25.18729,55.26311,Downtown Dubai,high,Speeding,D-03164,Hassan Bin Hamad,HH,Hourly Rental,Europcar,7.1,High Risk,active,Active
V-015309,2026-05-23T17:55,25.23714,55.42129,Mirdif,high,Phone Use,D-03226,Rakan Al Dhaheri,RD,Hourly Rental,Budget Rent-a-Car,7.1,High Risk,active,Active
V-005602,2026-05-23T17:48,25.06991,55.14759,Dubai Marina,high,Speeding,D-01192,Tariq Al Hashimi,TH,Taxi,Dubai Taxi Corp,7.8,High Risk,investigation,Under Investigation
V-005304,2026-05-23T17:44,25.16697,55.24963,Al Quoz,low,Harsh Braking,D-01135,Sultan Bin Hamad,SH,Taxi,Metro Taxi,1.4,Low Risk,active,Active
V-007608,2026-05-23T17:38,25.27384,55.32023,Deira,high,Distraction,D-01609,Saif Al Jaberi,SJ,Public Bus,RTA Public Transport,8.0,Critical,suspended,Suspended
V-002623,2026-05-23T17:37,25.2024,55.26459,Downtown Dubai,low,Route Deviation,D-00558,Saeed Al Sayegh,SS,Taxi,Dubai Taxi Corp,9.6,Critical,suspended,Suspended
V-004871,2026-05-23T17:35,25.11892,55.21543,Al Barsha,moderate,Phone Use,D-01031,Yousef Al Shamsi,YS,Taxi,Cars Taxi,8.1,Critical,investigation,Under Investigation
V-012083,2026-05-23T17:35,25.06372,55.23393,Dubai Sports City,moderate,Distraction,D-02563,Fadi Al Zaabi,FZ,Limousine & E-Hail,Al Ghazal Transport,6.8,High Risk,active,Active
V-002919,2026-05-23T17:34,25.28348,55.42626,Al Qusais,low,Harsh Braking,D-00620,Younes Al Dhaheri,YD,Taxi,Metro Taxi,7.5,High Risk,investigation,Under Investigation
V-001261,2026-05-23T17:33,25.18183,55.26799,Business Bay,low,Speeding,D-00278,Hani Al Zaabi,HZ,Taxi,National Taxi,8.0,Critical,active,Active
V-005066,2026-05-23T17:33,25.19665,55.26043,Downtown Dubai,moderate,Distraction,D-01084,Turki Al Hashemi,TH,Taxi,Emirates Taxi LLC,6.3,Moderate,active,Active
V-000835,2026-05-23T17:22,25.29201,55.42543,Al Qusais,low,Speeding,D-00191,Hussein Al Mansouri,HM,Taxi,Emirates Taxi LLC,6.6,High Risk,investigation,Under Investigation
V-002634,2026-05-23T17:14,25.12847,55.219,Al Barsha,low,Harsh Braking,D-00558,Saeed Al Sayegh,SS,Taxi,Dubai Taxi Corp,9.6,Critical,suspended,Suspended
V-015616,2026-05-23T17:13,25.19822,55.27657,Downtown Dubai,high,Harsh Braking,D-03298,Walid Al Shamsi,WS,Hourly Rental,Budget Rent-a-Car,7.3,High Risk,active,Active
V-007106,2026-05-23T17:01,25.09004,55.13101,JBR,moderate,Speeding,D-01498,Mohammed Al Bastaki,MB,Public Bus,Dubai Transport Co.,3.9,Moderate,active,Active
V-013171,2026-05-23T16:54,25.28051,55.40037,Al Qusais,low,Route Deviation,D-02768,Ziad Al Romaithi,ZR,Limousine & E-Hail,Uber Dubai,4.4,Moderate,active,Active
V-011499,2026-05-23T16:48,25.12282,55.21321,Al Barsha,moderate,Harsh Braking,D-02453,Hani Al Mahmoud,HM,Limousine & E-Hail,Careem Fleet,8.3,Critical,suspended,Suspended
V-014093,2026-05-23T16:45,25.25537,55.31584,Deira,low,Harsh Braking,D-02971,Nayef Al Shehhi,NS,Marine,Dubai Ferry Services,4.2,Moderate,active,Active
V-015551,2026-05-23T16:35,25.20574,55.28108,Downtown Dubai,moderate,Speeding,D-03278,Ahmed Al Qasimi,AQ,Hourly Rental,Budget Rent-a-Car,7.7,High Risk,active,Active
V-003176,2026-05-23T16:24,25.24782,55.388,Al Rashidiya,high,Speeding,D-00662,Khalifa Al Kaabi,KK,Taxi,Dubai Taxi Corp,3.9,Moderate,active,Active
V-015559,2026-05-23T16:23,25.19085,55.2605,Business Bay,high,Red Light,D-03281,Walid Al Ali,WA,Hourly Rental,Avis Dubai,4.5,Moderate,active,Active
V-007145,2026-05-23T16:20,25.08074,55.13269,JBR,high,Speeding,D-01506,Majid Al Mahmoud,MM,Public Bus,Dubai Transport Co.,9.3,Critical,investigation,Under Investigation
V-014430,2026-05-23T16:17,25.25593,55.34638,Deira,high,Driver Fatigue,D-03048,Ammar Al Shamsi,AS,Marine,Dubai Ferry Services,8.8,Critical,suspended,Suspended
V-012495,2026-05-23T16:12,25.27897,55.42499,Al Qusais,low,Speeding,D-02642,Talal Al Rashidi,TR,Limousine & E-Hail,Uber Dubai,9.5,Critical,active,Active
V-008304,2026-05-23T16:10,25.25853,55.31253,Deira,moderate,Camera Tampering,D-01753,Riyad Al Naqbi,RN,School Bus,Al Mawakeb Transport,5.9,Moderate,active,Active
V-013135,2026-05-23T16:02,25.26817,55.335,Deira,low,Speeding,D-02763,Khalid Al Ali,KA,Limousine & E-Hail,Emirates Limousine,7.5,High Risk,active,Active
V-003411,2026-05-23T15:56,25.29098,55.40744,Al Qusais,low,Phone Use,D-00715,Jassim Al Falasi,JF,Taxi,Dubai Taxi Corp,2.3,Low Risk,active,Active
V-013059,2026-05-23T15:56,25.2916,55.42438,Al Qusais,moderate,Speeding,D-02747,Abdullah Al Hashimi,AH,Limousine & E-Hail,Careem Fleet,4.8,Moderate,active,Active
V-004706,2026-05-23T15:55,25.06376,55.16097,Dubai Marina,moderate,Harsh Braking,D-00997,Obaid Al Naqbi,ON,Taxi,Cars Taxi,8.5,Critical,suspended,Suspended
V-004998,2026-05-23T15:50,25.05517,55.24971,Dubai Sports City,moderate,Phone Use,D-01067,Ibrahim Al Ali,IA,Taxi,National Taxi,3.8,Moderate,active,Active
V-006789,2026-05-23T15:49,25.20025,55.28049,Downtown Dubai,moderate,Harsh Braking,D-01437,Mansour Al Bastaki,MB,Public Bus,RTA Public Transport,7.2,High Risk,active,Active
V-001288,2026-05-23T15:46,25.1277,55.19237,Al Barsha,low,Speeding,D-00284,Ali Al Hashemi,AH,Taxi,Dubai Taxi Corp,1.9,Low Risk,active,Active
V-013675,2026-05-23T15:37,25.25706,55.3448,Deira,low,Idling,D-02872,Rakan Al Mehrezi,RM,Limousine & E-Hail,Emirates Limousine,7.4,High Risk,active,Active
V-013896,2026-05-23T15:24,25.19624,55.2843,Downtown Dubai,low,Speeding,D-02921,Walid Al Shehhi,WS,Marine,Emirates Marine Transport,7.6,High Risk,active,Active
V-007054,2026-05-23T15:19,25.25808,55.32174,Deira,low,Speeding,D-01485,Tariq Al Khouri,TK,Public Bus,RTA Public Transport,6.8,High Risk,active,Active
V-014092,2026-05-23T15:11,25.18192,55.29376,Downtown Dubai,high,Speeding,D-02971,Nayef Al Shehhi,NS,Marine,Dubai Ferry Services,4.2,Moderate,active,Active
V-000321,2026-05-23T15:07,25.25319,55.3786,Al Rashidiya,low,Route Deviation,D-00078,Mubarak Al Romaithi,MR,Taxi,Emirates Taxi LLC,4.2,Moderate,active,Active
V-004951,2026-05-23T15:07,25.08008,55.13196,JBR,high,Camera Tampering,D-01053,Omar Al Kaabi,OK,Taxi,Dubai Taxi Corp,0.9,Low Risk,active,Active
V-002472,2026-05-23T15:00,25.18408,55.26688,Downtown Dubai,moderate,Speeding,D-00520,Bader Al Mulla,BM,Taxi,Emirates Taxi LLC,4.7,Moderate,investigation,Under Investigation
V-010131,2026-05-23T15:00,25.21499,55.28223,Downtown Dubai,low,Idling,D-02143,Amer Al Khouri,AK,School Bus,Al Mawakeb Transport,7.6,High Risk,investigation,Under Investigation
V-004755,2026-05-23T14:57,25.06522,55.23609,Dubai Sports City,moderate,Speeding,D-01005,Amer Al Mehrezi,AM,Taxi,Dubai Taxi Corp,7.1,High Risk,investigation,Under Investigation
V-001437,2026-05-23T14:56,25.21186,55.27682,Downtown Dubai,high,Phone Use,D-00309,Khalid Al Bastaki,KB,Taxi,Al Naboodah Taxi,7.3,High Risk,investigation,Under Investigation
V-011576,2026-05-23T14:55,25.2399,55.38359,Al Rashidiya,moderate,Idling,D-02467,Hassan Al Otaiba,HO,Limousine & E-Hail,Uber Dubai,6.6,High Risk,active,Active
V-007440,2026-05-23T14:47,25.24526,55.41053,Mirdif,high,Distraction,D-01573,Adel Al Mahmoud,AM,Public Bus,RTA Public Transport,8.0,Critical,investigation,Under Investigation
V-008925,2026-05-23T14:39,25.13167,55.19646,Al Barsha,low,Idling,D-01914,Tariq Al Mazrouei,TM,School Bus,Al Mawakeb Transport,7.7,High Risk,active,Active
V-013670,2026-05-23T14:37,25.07385,55.15736,Dubai Marina,moderate,Speeding,D-02870,Salem Bin Hamad,SH,Limousine & E-Hail,Uber Dubai,7.2,High Risk,investigation,Under Investigation
V-010139,2026-05-23T14:34,25.06587,55.14214,Dubai Marina,moderate,Speeding,D-02144,Zayed Al Romaithi,ZR,School Bus,GEMS Transport,8.5,Critical,investigation,Under Investigation
V-007371,2026-05-23T14:30,25.30215,55.42207,Al Qusais,low,Distraction,D-01558,Hussein Al Jaberi,HJ,Public Bus,Dubai Transport Co.,1.8,Low Risk,active,Active
V-003674,2026-05-23T14:27,25.29071,55.40399,Al Qusais,moderate,Speeding,D-00767,Obaid Al Hashemi,OH,Taxi,Al Naboodah Taxi,8.4,Critical,investigation,Under Investigation
V-008692,2026-05-23T14:25,25.14632,55.38856,Silicon Oasis,moderate,Phone Use,D-01844,Sultan Al Dhaheri,SD,School Bus,Al Reef School Transport,6.9,High Risk,active,Active
V-006137,2026-05-23T14:18,25.14851,55.24052,Al Quoz,moderate,Camera Tampering,D-01293,Salem Al Sayegh,SS,Public Bus,Dubai Transport Co.,6.0,Moderate,active,Active
V-013678,2026-05-23T14:18,25.09395,55.13948,JBR,high,Speeding,D-02872,Rakan Al Mehrezi,RM,Limousine & E-Hail,Emirates Limousine,7.4,High Risk,active,Active
V-015983,2026-05-23T14:16,25.15856,55.22312,Al Quoz,moderate,Speeding,D-03379,Obaid Al Mansoori,OM,Hourly Rental,Budget Rent-a-Car,0.8,Low Risk,active,Active
V-004775,2026-05-23T14:13,25.2808,55.39989,Al Qusais,low,Speeding,D-01009,Tamer Al Falasi,TF,Taxi,Emirates Taxi LLC,3.0,Low Risk,active,Active
V-009422,2026-05-23T14:10,25.12908,55.21256,Al Barsha,low,Distraction,D-02014,Faisal Al Suwaidi,FS,School Bus,Al Reef School Transport,7.4,High Risk,investigation,Under Investigation
V-004855,2026-05-23T14:09,25.25614,55.3141,Deira,moderate,Route Deviation,D-01031,Yousef Al Shamsi,YS,Taxi,Cars Taxi,8.1,Critical,investigation,Under Investigation
V-012207,2026-05-23T14:04,25.21115,55.27803,Downtown Dubai,moderate,Distraction,D-02583,Faisal Al Mehairi,FM,Limousine & E-Hail,Uber Dubai,6.8,High Risk,active,Active
V-004275,2026-05-23T13:53,25.15722,55.24111,Al Quoz,moderate,Driver Fatigue,D-00898,Walid Al Ali,WA,Taxi,Al Naboodah Taxi,2.6,Low Risk,active,Active
V-011835,2026-05-23T13:53,25.25286,55.38934,Al Rashidiya,low,Harsh Braking,D-02516,Hisham Al Mansoori,HM,Limousine & E-Hail,Careem Fleet,7.9,High Risk,active,Active
V-011611,2026-05-23T13:52,25.06428,55.13561,Dubai Marina,high,Route Deviation,D-02469,Nasser Al Hashimi,NH,Limousine & E-Hail,Emirates Limousine,7.1,High Risk,investigation,Under Investigation
V-003107,2026-05-23T13:51,25.18088,55.26089,Business Bay,low,Route Deviation,D-00654,Amer Al Kaabi,AK,Taxi,Dubai Taxi Corp,2.9,Low Risk,active,Active
V-012096,2026-05-23T13:43,25.30689,55.41149,Al Qusais,low,Driver Fatigue,D-02566,Saeed Al Sharqi,SS,Limousine & E-Hail,Emirates Limousine,9.3,Critical,active,Active
V-013625,2026-05-23T13:42,25.18882,55.2722,Business Bay,moderate,Speeding,D-02864,Yousef Al Suwaidi,YS,Limousine & E-Hail,Uber Dubai,8.1,Critical,suspended,Suspended
V-005285,2026-05-23T13:40,25.18087,55.29085,Downtown Dubai,moderate,Camera Tampering,D-01130,Maher Al Mehairi,MM,Taxi,National Taxi,7.4,High Risk,investigation,Under Investigation
V-010582,2026-05-23T13:39,25.18139,55.28828,Downtown Dubai,moderate,Phone Use,D-02227,Hassan Al Romaithi,HR,School Bus,GEMS Transport,9.3,Critical,active,Active
V-010700,2026-05-23T13:39,25.1886,55.26887,Downtown Dubai,low,Lane Violation,D-02249,Mansour Bin Hamad,MH,Limousine & E-Hail,Careem Fleet,8.0,Critical,investigation,Under Investigation
V-001793,2026-05-23T13:35,25.20163,55.267,Downtown Dubai,moderate,Camera Tampering,D-00384,Maher Al Sayegh,MS,Taxi,Dubai Taxi Corp,5.1,Moderate,investigation,Under Investigation
V-010043,2026-05-23T13:34,24.98741,55.18839,Dubai Investment Park,moderate,Distraction,D-02134,Mansour Al Otaiba,MO,School Bus,GEMS Transport,7.6,High Risk,active,Active
V-012714,2026-05-23T13:33,25.28087,55.3268,Deira,low,Route Deviation,D-02693,Faisal Al Ameri,FA,Limousine & E-Hail,Emirates Limousine,6.8,High Risk,investigation,Under Investigation
V-014871,2026-05-23T13:32,25.18609,55.27385,Business Bay,moderate,Distraction,D-03130,Saeed Al Otaiba,SO,Marine,Emirates Marine Transport,5.3,Moderate,active,Active
V-014760,2026-05-23T13:31,25.20376,55.27979,Downtown Dubai,high,Speeding,D-03103,Riyad Al Hashemi,RH,Marine,Emirates Marine Transport,8.7,Critical,suspended,Suspended
V-012433,2026-05-23T13:27,25.30418,55.42884,Al Qusais,high,Harsh Braking,D-02630,Amer Al Awadhi,AA,Limousine & E-Hail,Uber Dubai,9.8,Critical,active,Active
V-006197,2026-05-23T13:25,25.29118,55.3942,Al Qusais,low,Idling,D-01301,Ammar Al Dhaheri,AD,Public Bus,RTA Public Transport,7.2,High Risk,active,Active
